Date,Close-1,Close-2,Close-3,Open-1,High-1,Low-1,Volume-1,Close
20130402,43.93,37.889999,38.16,42.360001,46.68,41.700001,14098500,44.34
20130403,44.34,43.93,37.889999,43.599998,45.5,43.509998,6652400,41.099998
20130404,41.099998,44.34,43.93,43.099998,43.470001,40.209999,5643600,42.009998
20130405,42.009998,41.099998,44.34,41.110001,42.25,40.810001,2264800,41.369999
20130408,41.369999,42.009998,41.099998,42,42,40.5,1552400,41.830002
20130409,41.830002,41.369999,42.009998,41.970001,42.549999,41.509998,1679000,40.5
20130410,40.5,41.830002,41.369999,41.799999,41.830002,40.330002,1696100,41.860001
20130411,41.860001,40.5,41.830002,40.700001,42.009998,40.610001,2121100,43.59
20130412,43.59,41.860001,40.5,42.060001,44.549999,41.75,3447400,43.75
20130415,43.75,43.59,41.860001,43.25,45.139999,43.049999,3149400,43.299999
20130416,43.299999,43.75,43.59,43.5,43.799999,42.509998,1681400,45.59
20130417,45.59,43.299999,43.75,44.189999,46.139999,43.91,3180400,45.450001
20130418,45.450001,45.59,43.299999,45.5,45.950001,44.540001,2118500,46.970001
20130419,46.970001,45.450001,45.59,45.98,47.599998,45.389999,3367900,47.830002
20130422,47.830002,46.970001,45.450001,47.459999,49.880001,47.07,3011700,50.189999
20130423,50.189999,47.830002,46.970001,48.599998,50.200001,47.75,3939400,51.009998
20130424,51.009998,50.189999,47.830002,51,52.919998,50.66,3733800,50.43
20130425,50.43,51.009998,50.189999,50.900002,51.049999,48.98,2630000,52
20130426,52,50.43,51.009998,50.5,52.400002,50.5,2795900,51.200001
20130429,51.200001,52,50.43,53.130001,53.740002,50.619999,3622100,54.939999
20130430,54.939999,51.200001,52,51.759998,54.990002,51.200001,3639700,53.990002
20130501,53.990002,54.939999,51.200001,56,58.18,53.759998,5522600,53.279999
20130502,53.279999,53.990002,54.939999,55.990002,55.990002,53,2742800,54.110001
20130503,54.110001,53.279999,53.990002,53.849998,55.27,53.700001,3050400,54.549999
20130506,54.549999,54.110001,53.279999,56.470001,56.470001,54.5,3378700,59.5
20130507,59.5,54.549999,54.110001,56.389999,59.66,55.5,4366700,55.509998
20130508,55.509998,59.5,54.549999,62,62.369999,55.119999,9991000,55.790001
20130509,55.790001,55.509998,59.5,57.5,58.200001,55.709999,6769900,69.400002
20130510,69.400002,55.790001,55.509998,70.120003,75.769997,63.689999,28605000,76.760002
20130513,76.760002,69.400002,55.790001,69.650002,81,69.25,25082600,87.800003
20130514,87.800003,76.760002,69.400002,80.989998,88,79.150002,22416900,83.239998
20130515,83.239998,87.800003,76.760002,94.220001,97.120003,81.150002,37163900,84.839996
20130516,84.839996,83.239998,87.800003,81.800003,86.879997,78.110001,16878700,92.25
20130517,92.25,84.839996,83.239998,94.699997,95,88.660004,21614000,91.5
20130520,91.5,92.25,84.839996,92.5,94.440002,87.5,19002200,89.940002
20130521,89.940002,91.5,92.25,91.120003,92.5,88.629997,8348400,87.589996
20130522,87.589996,89.940002,91.5,88.5,89.989998,85.279999,8998200,87.239998
20130523,87.239998,87.589996,89.940002,86.370003,90.959999,85.5,8568000,92.730003
20130524,92.730003,87.239998,87.589996,84.809998,93.010002,83.050003,12022200,97.080002
20130528,97.080002,92.730003,87.239998,92.599998,97.949997,92,16124200,110.330002
20130529,110.330002,97.080002,92.730003,101.550003,110.75,100.300003,19691900,104.629997
20130530,104.629997,110.330002,97.080002,113.550003,114.900002,99,25099500,104.949997
20130531,104.949997,104.629997,110.330002,102.459999,109.540001,101.199997,16133700,97.760002
20130603,97.760002,104.949997,104.629997,106.260002,106.440002,97.730003,15172000,92.589996
20130604,92.589996,97.760002,104.949997,97.620003,97.620003,88.25,19139600,94.839996
20130605,94.839996,92.589996,97.760002,92.75,96.419998,92.400002,8856100,95.370003
20130606,95.370003,94.839996,92.589996,93.660004,97.970001,89.110001,12224800,97.349998
20130607,97.349998,95.370003,94.839996,95.25,99.269997,95.110001,9510900,102.040001
20130610,102.040001,97.349998,95.370003,98,102.900002,96.699997,10711600,100.050003
20130611,100.050003,102.040001,97.349998,98.93,102.519997,98.57,9228600,94.470001
20130612,94.470001,100.050003,102.040001,98.18,98.68,94.050003,7394000,97.730003
20130613,97.730003,94.470001,100.050003,96.800003,100.480003,95.75,9192700,98.18
20130614,98.18,97.730003,94.470001,99,99.279999,95.120003,5961600,100.300003
20130617,100.300003,98.18,97.730003,100,102.519997,99.330002,6564700,102.199997
20130618,102.199997,100.300003,98.18,103.599998,104.75,101.199997,7066200,103.389999
20130619,103.389999,102.199997,100.300003,101.75,103.980003,99.199997,8795300,104.68
20130620,104.68,103.389999,102.199997,102.059998,106.669998,102.010002,8578900,100.650002
20130621,100.650002,104.68,103.389999,104.650002,107.129997,99.449997,10106500,99.550003
20130624,99.550003,100.650002,104.68,103.699997,103.699997,97.5,11718600,101.489998
20130625,101.489998,99.550003,100.650002,96.5,102.870003,95.300003,7119800,102.400002
20130626,102.400002,101.489998,99.550003,103.099998,104.199997,100.550003,5848700,105.720001
20130627,105.720001,102.400002,101.489998,103.800003,105.870003,102.660004,6602600,109.25
20130628,109.25,105.720001,102.400002,106.75,110.25,106.129997,8744900,107.360001
20130701,107.360001,109.25,105.720001,108.57,109.440002,106.709999,5748600,117.18
20130702,117.18,107.360001,109.25,109.360001,117.769997,109.150002,10903600,117.82
20130703,117.82,117.18,107.360001,118.25,121.889999,115.5,12064100,115.239998
20130705,115.239998,117.82,117.18,118,119.25,114.269997,4806700,120.089996
20130708,120.089996,115.239998,117.82,118.32,120.279999,115.699997,6818700,121.610001
20130709,121.610001,120.089996,115.239998,121.370003,122.18,118.82,7814200,123.449997
20130710,123.449997,121.610001,120.089996,124.639999,125.32,121.910004,8603300,122.269997
20130711,122.269997,123.449997,121.610001,123.190002,123.25,120.790001,5600100,125.610001
20130712,125.610001,122.269997,123.449997,124.879997,126.089996,122.349998,7483600,129.899994
20130715,129.899994,125.610001,122.269997,125.5,129.940002,124.510002,11344000,127.260002
20130716,127.260002,129.899994,125.610001,133.029999,133.259995,126.82,9922400,109.050003
20130717,109.050003,127.260002,129.899994,126.279999,126.32,107.300003,32371900,120.25
20130718,120.25,109.050003,127.260002,106.519997,121.620003,104.5,26029000,119.029999
20130719,119.029999,120.25,109.050003,120.970001,122.730003,116.18,11398100,119.68
20130722,119.68,119.029999,120.25,118.5,120.550003,116.510002,5890300,122.43
20130723,122.43,119.68,119.029999,119.889999,126.68,119.879997,9797800,122.739998
20130724,122.739998,122.43,119.68,124,125.559998,121.82,7736400,121.699997
20130725,121.699997,122.739998,122.43,124.470001,124.5,119.559998,6869000,124.07
20130726,124.07,121.699997,122.739998,120.400002,124.75,120.190002,5284300,129.389999
20130729,129.389999,124.07,121.699997,128.139999,130.679993,126.610001,9633100,134.619995
20130730,134.619995,129.389999,124.07,129.320007,135.369995,128.25,9678900,131.740005
20130731,131.740005,134.619995,129.389999,134.800003,137.490005,128.179993,13127000,134.279999
20130801,134.279999,131.740005,134.619995,132.570007,134.970001,131.449997,6351700,135.550003
20130802,135.550003,134.279999,131.740005,135,136.520004,132.630005,5323600,138
20130805,138,135.550003,134.279999,134.589996,138.25,133.610001,6269900,144.679993
20130806,144.679993,138,135.550003,140.009995,144.889999,139.649994,10200700,142.149994
20130807,142.149994,144.679993,138,144.75,145.729996,141.100006,9254500,134.229996
20130808,134.229996,142.149994,144.679993,141.889999,141.949997,132.360001,18212200,153.479996
20130809,153.479996,134.229996,142.149994,154.350006,158.880005,150.460007,27246800,153
20130812,153,153.479996,134.229996,152.399994,155.949997,151.25,8927700,147.380005
20130813,147.380005,153,153.479996,149.429993,150.5,142.050003,14912200,145.429993
20130814,145.429993,147.380005,153,149.5,149.839996,144.449997,8748900,139.360001
20130815,139.360001,145.429993,147.380005,142.720001,144.839996,138.050003,11693800,139.669998
20130816,139.669998,139.360001,145.429993,136.429993,143.600006,135,10179200,142
20130819,142,139.669998,139.360001,141.630005,143.910004,140.970001,7108100,144.899994
20130820,144.899994,142,139.669998,143.429993,147.380005,142.830002,8037700,149.580002
20130821,149.580002,144.899994,142,148.649994,149.779999,147,6418200,147.860001
20130822,147.860001,149.580002,144.899994,150,150.309998,146.25,6266300,157.100006
20130823,157.100006,147.860001,149.580002,149.220001,157.479996,148.139999,10592400,161.839996
20130826,161.839996,157.100006,147.860001,157,162.300003,155,12931900,164.220001
20130827,164.220001,161.839996,157.100006,165.149994,173,160.25,24171100,167.009995
20130828,167.009995,164.220001,161.839996,162.300003,168.800003,160.949997,17566900,166.449997
20130829,166.449997,167.009995,164.220001,169.059998,171.5,163.25,14740100,166.059998
20130830,166.059998,166.449997,167.009995,164.220001,167.75,162.509995,9436000,169
20130903,169,166.059998,166.449997,166.369995,169.210007,163.960007,11028400,168.940002
20130904,168.940002,169,166.059998,173.399994,173.699997,166.399994,12061100,170.619995
20130905,170.619995,168.940002,169,169.770004,171.619995,165.559998,11475700,169.929993
20130906,169.929993,170.619995,168.940002,170.100006,171.5,168.25,6685300,166.970001
20130909,166.970001,169.929993,170.619995,168.570007,169.699997,165.149994,8619700,160.699997
20130910,160.699997,166.970001,169.929993,163.119995,164.5,158.509995,14344500,166.369995
20130911,166.369995,160.699997,166.970001,161.449997,167.5,160.630005,8967800,163.520004
20130912,163.520004,166.369995,160.699997,166.410004,167.899994,162.130005,5832500,164.929993
20130913,164.929993,163.520004,166.369995,164,166.759995,160.509995,6160000,165.539993
20130916,165.539993,164.929993,163.520004,162.770004,166.369995,162.160004,5401200,166.580002
20130917,166.580002,165.539993,164.929993,168,170.850006,165.850006,7574900,166.229996
20130918,166.229996,166.580002,165.539993,165.080002,168.419998,163.360001,5496900,166.220001
20130919,166.220001,166.229996,166.580002,167.070007,167.449997,164.199997,5439700,177.919998
20130920,177.919998,166.220001,166.229996,170.800003,180.470001,169.080002,15594600,183.389999
20130923,183.389999,177.919998,166.220001,178.899994,185.830002,178.559998,13401700,181.110001
20130924,181.110001,183.389999,177.919998,184.479996,185.479996,177.110001,8173400,182.330002
20130925,182.330002,181.110001,183.389999,179.139999,184.960007,177.649994,6273400,185.240005
20130926,185.240005,182.330002,181.110001,183.559998,186.300003,180.5,8252700,188.639999
20130927,188.639999,185.240005,182.330002,186.699997,189.679993,185.610001,6614400,190.899994
20130930,190.899994,188.639999,185.240005,187.520004,191.279999,186.429993,5916400,193.369995
20131001,193.369995,190.899994,188.639999,189,194.5,188,8924700,193
20131002,193,193.369995,190.899994,193.960007,194.229996,188.369995,7755900,180.949997
20131003,180.949997,193,193.369995,188.589996,191.830002,175.399994,20775400,173.309998
20131004,173.309998,180.949997,193,175.050003,179.690002,168,23816500,180.979996
20131007,180.979996,173.309998,180.949997,176.399994,181.179993,172.649994,14414000,183.070007
20131008,183.070007,180.979996,173.309998,182.460007,186.729996,180.259995,11485600,174.729996
20131009,174.729996,183.070007,180.979996,184.399994,185.929993,173.210007,13757200,168.779999
20131010,168.779999,174.729996,183.070007,174.729996,174.990005,161.5,15316500,172.929993
20131011,172.929993,168.779999,174.729996,173.089996,175.75,169.690002,8883900,178.699997
20131014,178.699997,172.929993,168.779999,172.75,179.289993,171.199997,8311100,179.720001
20131015,179.720001,178.699997,172.929993,175,182.5,174.149994,7769600,183.940002
20131016,183.940002,179.720001,178.699997,185.279999,188.789993,183.179993,10978500,183.559998
20131017,183.559998,183.940002,179.720001,184.899994,187.300003,182.089996,8205400,182.800003
20131018,182.800003,183.559998,183.940002,183.539993,184.800003,180.990005,6705000,183.399994
20131021,183.399994,182.800003,183.559998,184.149994,185.960007,182.520004,5930800,172.600006
20131022,172.600006,183.399994,182.800003,183.279999,183.389999,171,11532100,171.539993
20131023,171.539993,172.600006,183.399994,170.5,177.779999,166.110001,11386700,164.5
20131024,164.5,171.539993,172.600006,168.910004,171.809998,160.149994,13320400,173.149994
20131025,173.149994,164.5,171.539993,165,174.5,162.830002,10825700,169.660004
20131028,169.660004,173.149994,164.5,174.210007,174.5,166.800003,7595500,162.860001
20131029,162.860001,169.660004,173.149994,170.179993,170.5,162.199997,7841700,164.470001
20131030,164.470001,162.860001,169.660004,162.759995,165.449997,153,14111700,159.220001
20131031,159.220001,164.470001,162.860001,164.630005,167.679993,158.169998,8401800,159.940002
20131101,159.940002,159.220001,164.470001,155.669998,162.440002,153.300003,9333800,162.169998
20131104,162.169998,159.940002,159.220001,163,165.899994,160.410004,7180600,175.199997
20131105,175.199997,162.169998,159.940002,165,175.389999,164.220001,13120400,176.809998
20131106,176.809998,175.199997,162.169998,180,181.429993,171.360001,22467100,151.160004
20131107,151.160004,176.809998,175.199997,154.809998,160.729996,146.350006,31071700,139.770004
20131108,139.770004,151.160004,176.809998,144.190002,145.649994,137.619995,22284700,137.949997
20131111,137.949997,139.770004,151.160004,136.479996,140.600006,132.320007,22477900,144.699997
20131112,144.699997,137.949997,139.770004,141,145.419998,137.100006,13997600,137.800003
20131113,137.800003,144.699997,137.949997,144.690002,144.699997,136.179993,14985200,138.699997
20131114,138.699997,137.800003,144.699997,140.839996,142.369995,136.339996,12658300,137.600006
20131115,137.600006,138.699997,137.800003,138.919998,140.399994,134.110001,12203700,135.449997
20131118,135.449997,137.600006,138.699997,136.850006,137.949997,134.350006,9900200,121.580002
20131119,121.580002,135.449997,137.600006,135.270004,135.449997,119.610001,23138200,126.089996
20131120,126.089996,121.580002,135.449997,119.43,129,119.220001,19816200,121.110001
20131121,121.110001,126.089996,121.580002,126.080002,127.449997,119.059998,13849600,122.099998
20131122,122.099998,121.110001,126.089996,122.889999,124.790001,120.25,11903800,121.379997
20131125,121.379997,122.099998,121.110001,121.580002,122.75,117.93,11096700,120.839996
20131126,120.839996,121.379997,122.099998,124.5,125.839996,120.300003,10267300,120.5
20131127,120.5,120.839996,121.379997,119.379997,122.720001,116.099998,13885500,126.940002
20131129,126.940002,120.5,120.839996,121.309998,126.949997,119.519997,12367600,127.279999
20131202,127.279999,126.940002,120.5,129.770004,130.589996,126.980003,9716200,124.169998
20131203,124.169998,127.279999,126.940002,126.349998,128.550003,123.93,7751200,144.699997
20131204,144.699997,124.169998,127.279999,132.679993,144.940002,131.589996,25682400,138.949997
20131205,138.949997,144.699997,124.169998,144.320007,144.429993,137.130005,13147700,140.479996
20131206,140.479996,138.949997,144.699997,140.149994,143.350006,139.5,9288400,137.360001
20131209,137.360001,140.479996,138.949997,141.509995,142.490005,136.300003,7909600,141.600006
20131210,141.600006,137.360001,140.479996,137,141.699997,134.210007,9061500,142.190002
20131211,142.190002,141.600006,137.360001,140.050003,145.869995,139.860001,10748200,139.649994
20131212,139.649994,142.190002,141.600006,141.880005,143.050003,139.490005,7137800,147.470001
20131213,147.470001,139.649994,142.190002,139.699997,148.240005,138.529999,10767800,147.649994
20131216,147.649994,147.470001,139.649994,148.050003,151.800003,147.320007,10591900,147.940002
20131217,147.940002,147.649994,147.470001,148.479996,150.429993,146.100006,6675300,152.460007
20131218,152.460007,147.940002,147.649994,147.580002,154.630005,146.320007,10495000,147.979996
20131219,147.979996,152.460007,147.940002,152.240005,154.899994,145.949997,11581900,140.720001
20131220,140.720001,147.979996,152.460007,146.899994,147,139.100006,12740000,143.240005
20131223,143.240005,140.720001,147.979996,141.580002,144.350006,141.580002,7412600,143.550003
20131224,143.550003,143.240005,140.720001,144.850006,146.240005,142.600006,5385500,151.410004
20131226,151.410004,143.550003,143.240005,150,154.970001,149.820007,9941500,155.5
20131227,155.5,151.410004,143.550003,155.039993,158,154.289993,7129500,151.119995
20131230,151.119995,155.5,151.410004,155.300003,155.5,150.800003,5460200,152.440002
20131231,152.440002,151.119995,155.5,151.119995,154.809998,150.75,4467500,150.429993
20140102,150.429993,152.440002,151.119995,152.320007,153.199997,148.660004,4262400,150.100006
20140103,150.100006,150.429993,152.440002,149.800003,152.479996,146.550003,6188400,149.559998
20140106,149.559998,150.100006,150.429993,150,152.190002,148.600006,4695000,147
20140107,147,149.559998,150.100006,150,150.399994,145.240005,5361100,149.360001
20140108,149.360001,147,149.559998,147.619995,150.399994,145.25,5034100,151.279999
20140109,151.279999,149.360001,147,148.850006,153.699997,148.759995,6163200,147.529999
20140110,147.529999,151.279999,149.360001,152.5,153.429993,146.850006,5382000,145.720001
20140113,145.720001,147.529999,151.279999,148.460007,148.899994,142.25,7446100,139.339996
20140114,139.339996,145.720001,147.529999,145.779999,147,137.820007,6316100,161.270004
20140115,161.270004,139.339996,145.720001,140.5,162,136.669998,27607000,164.130005
20140116,164.130005,161.270004,139.339996,168.449997,172.229996,162.100006,20465600,170.970001
20140117,170.970001,164.130005,161.270004,162.5,172.699997,162.399994,11959400,170.009995
20140121,170.009995,170.970001,164.130005,170.190002,173.199997,167.949997,9206200,176.679993
20140122,176.679993,170.009995,170.970001,171.240005,177.289993,170.809998,9734700,178.559998
20140123,178.559998,176.679993,170.009995,177.809998,180.320007,174.759995,7022600,181.5
20140124,181.5,178.559998,176.679993,177.229996,182.380005,173.419998,7867400,174.600006
20140127,174.600006,181.5,178.559998,177.850006,180.479996,173.529999,7664300,169.619995
20140128,169.619995,174.600006,181.5,175.160004,177.919998,164.710007,8716400,178.380005
20140129,178.380005,169.619995,174.600006,171.5,178.979996,171,6093400,175.229996
20140130,175.229996,178.380005,169.619995,175.300003,179.089996,173.130005,5935500,182.839996
20140131,182.839996,175.229996,178.380005,178,184.779999,177.009995,8565000,181.410004
20140203,181.410004,182.839996,175.229996,178.850006,186,178.509995,6508800,177.110001
20140204,177.110001,181.410004,182.839996,182.889999,184.880005,175.160004,6764900,178.729996
20140205,178.729996,177.110001,181.410004,180.699997,181.600006,176.199997,4686300,174.419998
20140206,174.419998,178.729996,177.110001,178.300003,180.589996,169.360001,7268000,178.380005
20140207,178.380005,174.419998,178.729996,176.300003,180.110001,176,5841600,186.529999
20140210,186.529999,178.380005,174.419998,181.009995,186.630005,179.600006,8928500,196.559998
20140211,196.559998,186.529999,178.380005,189.339996,199.300003,189.320007,12970700,196.619995
20140212,196.619995,196.559998,186.529999,198.970001,202.199997,192.699997,10709900,195.320007
20140213,195.320007,196.619995,196.559998,195.779999,198.270004,194.320007,5173700,199.630005
20140214,199.630005,195.320007,196.619995,193.339996,202.720001,193.25,8029300,198.229996
20140218,198.229996,199.630005,195.320007,198.100006,201.880005,197,6158000,203.699997
20140219,203.699997,198.229996,199.630005,205.240005,206,201.360001,9332800,193.639999
20140220,193.639999,203.699997,198.229996,203.699997,203.699997,193.410004,16169000,209.970001
20140221,209.970001,193.639999,203.699997,215.009995,215.210007,206.270004,18002300,209.600006
20140224,209.600006,209.970001,193.639999,211.639999,213.979996,209.190002,7818800,217.649994
20140225,217.649994,209.600006,209.970001,208.759995,218.360001,208.320007,8278400,248
20140226,248,217.649994,209.600006,230,259.200012,228.449997,32681700,253
20140227,253,248,217.649994,258.579987,265,247.5,24604600,252.539993
20140228,252.539993,253,248,261.25,261.899994,248.330002,17945800,244.809998
20140303,244.809998,252.539993,253,249.649994,252.679993,242.550003,14589800,250.559998
20140304,250.559998,244.809998,252.539993,237.259995,251.649994,234.990005,13089300,254.839996
20140305,254.839996,250.559998,244.809998,258.480011,260,252.830002,8745600,252.660004
20140306,252.660004,254.839996,250.559998,256.720001,256.98999,251.800003,5935700,252.940002
20140307,252.940002,252.660004,254.839996,254.139999,257.5,249.449997,7361100,246.210007
20140310,246.210007,252.940002,252.660004,252.940002,254.850006,244.410004,7812300,238.839996
20140311,238.839996,246.210007,252.940002,242.699997,243,236.059998,7728100,234.410004
20140312,234.410004,238.839996,246.210007,236.5,244.600006,232.429993,8810100,241.490005
20140313,241.490005,234.410004,238.839996,231.5,247.5,231.110001,9754400,237.789993
20140314,237.789993,241.490005,234.410004,243.789993,244.190002,234,6236300,230.970001
20140317,230.970001,237.789993,241.490005,235.289993,236.940002,228.320007,8289700,233.979996
20140318,233.979996,230.970001,237.789993,234.949997,237.929993,230.5,5912600,240.039993
20140319,240.039993,233.979996,230.970001,236.949997,241.5,235.020004,6242300,235.839996
20140320,235.839996,240.039993,233.979996,241.389999,241.550003,233.509995,5071300,234.910004
20140321,234.910004,235.839996,240.039993,236.160004,239.25,233.360001,3817900,228.889999
20140324,228.889999,234.910004,235.839996,236.020004,236.199997,227.5,8216900,220.169998
20140325,220.169998,228.889999,234.910004,229.75,229.899994,210.270004,11328800,220.440002
20140326,220.440002,220.169998,228.889999,224.139999,227.050003,217.899994,7865400,212.960007
20140327,212.960007,220.440002,220.169998,221.949997,222.600006,211.350006,6907300,207.320007
20140328,207.320007,212.960007,220.440002,212.369995,213.600006,203,9495700,212.369995
20140331,212.369995,207.320007,212.960007,212.800003,216.720001,210.270004,9684800,208.449997
20140401,208.449997,212.369995,207.320007,216.5,216.75,206.389999,8380000,216.970001
20140402,216.970001,208.449997,212.369995,209.020004,218.160004,208.580002,7371400,230.289993
20140403,230.289993,216.970001,208.449997,220,230.889999,218.050003,10782300,225.399994
20140404,225.399994,230.289993,216.970001,230.300003,235.729996,222,10923700,212.229996
20140407,212.229996,225.399994,230.289993,226.009995,228.270004,211.25,11345600,207.520004
20140408,207.520004,212.229996,225.399994,205.809998,216.199997,203.509995,9855500,215.460007
20140409,215.460007,207.520004,212.229996,210.050003,216.490005,206.419998,6889300,216.929993
20140410,216.929993,215.460007,207.520004,216.759995,218.449997,210.889999,5157900,204.190002
20140411,204.190002,216.929993,215.460007,216.820007,217.5,203.789993,7211500,203.779999
20140414,203.779999,204.190002,216.929993,200.610001,207,198.600006,9067200,198.089996
20140415,198.089996,203.779999,204.190002,207.600006,208.440002,194.410004,7703000,193.910004
20140416,193.910004,198.089996,203.779999,199.089996,199.289993,184.320007,13659300,199.110001
20140417,199.110001,193.910004,198.089996,197,199.990005,190.820007,7202200,198.119995
20140421,198.119995,199.110001,193.910004,199.610001,202.289993,194.080002,5926800,204.380005
20140422,204.380005,198.119995,199.110001,197.080002,206.199997,194,5258200,218.639999
20140423,218.639999,204.380005,198.119995,206.360001,219.330002,205.009995,9804700,207.990005
20140424,207.990005,218.639999,204.380005,216.330002,216.740005,207,7295600,207.860001
